Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
Hum Saath Saath Hain,6.2,,"['Musical', 'Romance']",1999,[],India,Netflix,All (G),PT2H57M,"Ramkishen and his wife Mamta have three sons. Prem and Vinod have sweethearts in Preeti and Vivek marries Sangeeta. Since Vivek is Mamta's step-son, she plots to alienate him, but will she succeed?Hum Saath Saath Hain featuring Salman Khan and Sonali Bendre is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on Prime Video. It's a musical and romance movie with an average IMDb audience rating of 6.2 (8,479 votes).",Sooraj Barjatya,"['Salman Khan', 'Sonali Bendre', 'Karisma Kapoor', 'Saif Ali Khan', 'Mohnish Behl', 'Tabu', 'Alok Nath', 'Reema Lagoo', 'Neelam Kothari', 'Mahesh Thakur', 'Ajit Vachhani', 'Himani Shivpuri', 'Satish Shah', 'Sadashiv Amrapurkar', 'Shammi', 'Rajeev Verma', 'Shakti Kapoor', 'Dinesh Hingoo', 'Dilip Dhawan', 'Sheela Sharma', 'Kunickaa Sadanand', 'Ajit Kumar Barjatya', 'Kamal Kumar Barjatya', 'Rajkumar Barjatya', 'Sooraj Barjatya', 'Raam Laxman']"
The Stand at Paxton County,6.3,,['Thriller'],2020,[],America,Netflix,18+ (R),PT1H42M,"A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.The Stand at Paxton County featuring Jacqueline Toboni and Michael O'Neill is streaming with subscription on Netflix. It's a thriller movie with an average IMDb audience rating of 6.3 (1,094 votes).",Brett Hedlund,"['Jacqueline Toboni', ""Michael O'Neill"", 'Tyler Jacob Moore', 'Christopher McDonald', ""Sean O'Bryan"", 'Blake Sheldon', 'Tanner Thomason', 'Greg Perrow', 'Zoe Kanters', 'Marwa Bernstein', ""David Michael O'Neill"", 'Trent Loos', 'Sarah Kliban', 'Sara Vessal', 'George Maguire', 'Justin Nesbitt', 'Ali Afshar', 'Michael King', 'Natalie Ceva', 'Ali Afshar', 'Ava Rettke', 'Forrest Lucas', 'Carl Morris', ""David Michael O'Neill""]"
Captain Underpants: Epic Choice-o-rama,6,,"['Action & Adventure', 'Comedy']",2020,[],America,Netflix,7+ (PG),PT37M,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens.Captain Underpants: Epic Choice-o-rama featuring Nat Faxon and Jay Gragnani is streaming with subscription on Netflix. It's an action & adventure and comedy movie with an average IMDb audience rating of 6.0 (113 votes).",Todd Grimes,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Mark Banker', 'Matt Smith', 'Peter Hastings']"
Dragons: Rescue Riders: Hunt for the Golden Dragon,5.2,,"['Action & Adventure', 'Animation']",2020,[],America,Netflix,All (G),PT1H30M,"It's the treasure hunt of a lifetime for the Rescue Riders, who must race to find a precious golden dragon egg and protect it from evil pirates.Dragons: Rescue Riders: Hunt for the Golden Dragon featuring Noah Kaye Bentley and Zach Callison is streaming with subscription on Netflix. It's an action & adventure and animation movie with a less than average IMDb audience rating of 5.2 (153 votes).",Jack Thomas,"['Johnny Belt', 'Robert Scull', 'Noah Kaye Bentley', 'Zach Callison', 'Nicolas Cantu', 'Skai Jackson', 'Marsai Martin', 'Andre Robinson', 'Carlos Alazraqui', 'Jeff Bennett', 'Mary Elizabeth McGlynn', 'Brennley Brown', 'Jack Thomas', 'Jack Thomas', 'John Tellegen', 'Laura Bowes', 'Steven Altiere']"
Natalie Palamides: Nate - A One Man Show,4.8,,['Comedy'],2020,[],,Netflix,,,Natalie Palamides: Nate - A One Man Show is streaming with subscription on Netflix. It's a comedy movie with a less than average IMDb audience rating of 4.8 (33 votes).,,[]
Ginny Weds Sunny,5.7,,"['Romance', 'Drama']",2020,['War'],India,Netflix,,PT2H5M,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.Ginny Weds Sunny featuring Yami Gautam and Vikrant Massey is streaming with subscription on Netflix. It's a drama and romance movie with an average IMDb audience rating of 5.7 (4,731 votes).",Puneet Khanna,"['Yami Gautam', 'Vikrant Massey', 'Ayesha Raza', 'Suhail Nayyar', 'Rajiv Gupta', 'Menka Kurup', 'Mazel Vyas', 'Gurpreet Saini', 'Isha Talwar', 'Sanchita Puri', 'Karan Singh Chhabra', 'Mansi Sharma', 'Vinod Bachchan', 'Navjot Gulati', 'Sumit Arora']"
Paradox,3.9,,[],2018,[],America,Netflix,,PT1H13M,"A loud Poem. A whimsical western tale of music and love.Paradox featuring Neil Young and Lukas Nelson is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on VUDU. It has a low IMDb audience rating of 3.9 (712 votes) and was disliked by critics.",Daryl Hannah,"['Neil Young', 'Lukas Nelson', 'Micah Nelson', 'Willie Nelson', 'Corey McCormick', 'Daryl Hannah', 'Anthony LoGerfo', 'Tato Melgar', 'Elliot Rabinowitz', 'Neil Young', 'Daryl Hannah']"
Boi,5,,"['Mystery', 'Thriller']",2019,[],China,Netflix,18+ (R),PT1H51M,"Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany his first clients, Michael and Gordon, two Asian businessmen who have come to Barcelona in order to close a multimillion-dollar deal.Boi featuring Bernat Quintana and Adrian Pang is streaming with subscription on Netflix. It's a mystery and thriller movie with a less than average IMDb audience rating of 5.0 (679 votes).",Jorge M. Fontana,"['Bernat Quintana', 'Adrian Pang', 'Andrew Lua', 'Miranda Gas', 'Anatoly Chugunov', 'Fina Rius', 'Man Mourentan', 'José Sacristán', 'Pol López', 'Berta Pipó', 'Mar del Hoyo', 'Pau Vinyals', 'Anna Alarcón', 'Macarena Gómez', 'David Sust', 'Rachel Lascar', 'Alvaro Portanet Hernández', 'Amadeo Hernández Bueno', 'Pedro Hernández Santos', 'Jorge M. Fontana']"
Advantageous,6.1,,"['Science-Fiction', 'Drama']",2015,"['Dystopia', 'Female Director']",America,Netflix,,PT1H32M,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.Advantageous featuring Jacqueline Kim and James Urbaniak is streaming with subscription on Netflix, free on VUDU, available for rent or purchase on iTunes, and 1 other. It's a Drama and Science Fiction movie with an average IMDb audience rating of 6.1 (5,472 votes).",Jennifer Phang,"['Jacqueline Kim', 'James Urbaniak', 'Freya Adams', 'Ken Jeong', 'Jennifer Ehle', 'Samantha Kim', 'Troi Zee', 'Olivia Horton', 'Jennifer Ikeda', 'Mercedes Griffeth', 'Sameerah Luqmaan-Harris', 'Theresa Navarro', 'Rex Lee', 'Jeanne Sakata', 'Matthew Kim', 'Rebecca Summers', 'Jacqueline Kim', 'Jennifer Phang', 'Ken Jeong', 'Moon Molson', 'Robert M. Chang', 'Theresa Navarro', 'Jacqueline Kim', 'Jennifer Phang', 'Timo Chen']"
The Beguiled,6.3,,"['Drama', 'Thriller']",2017,"['Mature', 'Female Director', 'Based on Books']",America,Netflix,18+ (R),PT1H33M,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.The Beguiled featuring Colin Farrell and Nicole Kidman is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a drama and thriller movie with an average IMDb audience rating of 6.3 (57,069 votes).",Sofia Coppola,"['Colin Farrell', 'Nicole Kidman', 'Kirsten Dunst', 'Elle Fanning', 'Oona Laurence', 'Angourie Rice', 'Addison Riecke', 'Emma Howard', 'Wayne Pére', 'Matt Story', 'Joel Albin', 'Eric Ian', 'Sofia Coppola', 'Youree Henley', 'Anne Ross', 'Fred Roos', 'Robert Ortiz', 'Roman Coppola', 'Albert Maltz', 'Irene Kamp', 'Sofia Coppola', 'Thomas Cullinan', 'Christian Mazzalai', ""Deck D'arcy"", 'Laurent Brancowitz', 'Thomas Mars']"
Wine Country,5.4,,"['Drama', 'Comedy']",2019,"['Friendship', 'Female Director']",America,Netflix,18+ (R),PT1H43M,"A group of friends head to the land of oaky Chardonnays and big, bold Cabernet Sauvignons for one member of the squad’s 50th birthday party.Wine Country featuring Amy Poehler and Maya Rudolph is streaming with subscription on Netflix. It's a comedy and drama movie with a less than average IMDb audience rating of 5.4 (21,035 votes) and was well received by critics.",Amy Poehler,"['Amy Poehler', 'Maya Rudolph', 'Rachel Dratch', 'Ana Gasteyer', 'Paula Pell', 'Emily Spivey', 'Tina Fey', 'Jason Schwartzman', 'Maya Erskine', 'Liz Cackowski', 'Rachel Hamilton', 'Cherry Jones', 'Brené Brown', 'Jon Glaser', 'Craig Cackowski', 'Kate Comer', 'R.J. Walker', 'Janine Brito', 'Sunita Mani', 'Jason Greene', 'Santina Muha', 'Amy Poehler', 'Carla Hacken', 'Morgan Sackett', 'Emily Spivey', 'Liz Cackowski']"
Pinkfong & Baby Shark's Space Adventure,5.1,,"['Animation', 'Family']",2019,[],South Korea,Prime Video,All (G),PT1H6M,"Follow PinkFong and Baby Shark’s space journey as they visit mysterious planets to help find the special star for PinkFong!Pinkfong & Baby Shark's Space Adventure featuring Jo Kyoung-i and Kim Seo-yeong is streaming with subscription on Netflix, streaming with subscription on Prime Video, free on The Roku Channel, and 1 other. It's an animation and family movie with a less than average IMDb audience rating of 5.1 (76 votes).",Byeon Hee-sun,"['Jo Kyoung-i', 'Kim Seo-yeong', 'Kim Eun-ah', 'Jeong Jae-heon']"
Sucker Punch,6,,"['Fantasy', 'Thriller']",2011,"['Animal', 'Doctor', 'Escape']",Canada,Netflix,13+ (PG-13),PT1H50M,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.Sucker Punch featuring Emily Browning and Abbie Cornish is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 4 others. It's an action & adventure and fantasy movie with an average IMDb audience rating of 6.0 (241,268 votes).",Zack Snyder,"['Emily Browning', 'Abbie Cornish', 'Jena Malone', 'Vanessa Hudgens', 'Jamie Chung', 'Carla Gugino', 'Oscar Isaac', 'Monique Ganderton', 'Jon Hamm', 'Scott Glenn', 'Gerard Plunkett', 'Richard Cetrone', 'Malcolm Scott', 'Ron Selmour', 'Revard Dufresne', 'Alan C. Peterson', 'Kelora Clingwall', 'Frederique De Raucourt', 'Lee Tomaschefski', 'Eli Snyder', 'Cainan Wiebe', 'Deborah Snyder', 'Zack Snyder', 'Christopher DeFaria', 'Jim Rowe', 'Jon Jashni', 'Thomas Tull', 'Wesley Coller', 'William Fay', 'Steve Shibuya', 'Zack Snyder', 'Marius De Vries', 'Tyler Bates']"
Gather,7.8,,['Documentary'],2020,[],,Kanopy,,PT1H14M,"A portrait of a growing movement amongst Indigenous Americans to reclaim their spiritual and cultural identities through obtaining sovereignty over their ancestral food systems, while battling against the historical trauma brought on by centuries of genocide.Gather featuring Nephi Craig and Elsie Dubray is streaming with subscription on Netflix, streaming with subscription on Hoopla, streaming with subscription on Kanopy, and 2 others. It's a documentary movie with a high IMDb audience rating of 7.8 (198 votes) and was well received by critics.",Sanjay Rawal,"['Nephi Craig', 'Elsie Dubray', 'Sammy Gensaw', 'Twila Cassadore', 'Sterlin Harjo', 'Tanya Meillier', 'Michael A. Levine']"
Quiet,6.4,,['Drama'],2020,[],Chile,Netflix,,PT1H42M,"Martin and Charly spend their time making rap music. One night they find a loaded gun on a hill, while Sol searches for her lost dog. Although apparently unrelated, these stories are intimately linked, forming a portrait of teenagers in their difficult passage to adulthood.Quiet featuring Max Salgado and René Miranda is streaming with subscription on Netflix. It's a drama movie with an average IMDb audience rating of 6.4 (320 votes).",Luis Alejandro Pérez,"['Max Salgado', 'René Miranda', 'Ignacia Uribe', 'Javier Castillo', 'Steevens Benjamin', 'Andrés Rebolledo', 'Alejandro Trejo', 'Paula Zúñiga', 'Matias Poblete', 'Nicolás Leiva', 'Pilar Zderich', 'Sergio Monge', 'Jessica González', 'Pablo Martinez', 'Pascal Balart', 'Camila Celedón', 'Vanessa Flores', 'Cristián Rojas', 'Andrés Alvarado', 'Diego Salvo', 'Nikodekons', 'Cecilia Otero', 'Luis Alejandro Pérez', 'Rolando Santana', 'Sylvana Squicciarini', 'Luis Alejandro Pérez', 'Pablo Mondragón']"
Raat Akeli Hai,7.2,,"['Crime', 'Drama']",2020,['Police'],India,Netflix,,PT2H29M,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.Raat Akeli Hai featuring Nawazuddin Siddiqui and Radhika Apte is streaming with subscription on Netflix. It's a crime and drama movie with a better than average IMDb audience rating of 7.2 (17,903 votes).",Honey Trehan,"['Nawazuddin Siddiqui', 'Radhika Apte', 'Padmavati Rao', 'Shweta Tripathi', 'Aditya Srivastava', 'Nishant Dahhiya', 'Shivani Raghuvanshi', 'Khalid Tyabji', 'Tigmanshu Dhulia', 'Ila Arun', 'Swanand Kirkire', 'Gyanendra Tripathi', 'Shreedhar Dubey', 'Ronnie Screwvala', 'Smita Singh', 'Karan Kulkarni', 'Sneha Khanwalkar']"
Cops and Robbers,6.7,,"['Drama', 'Animation']",2020,"['Mature', 'Police', 'Political']",America,Netflix,13+ (PG-13),PT7M,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.Cops and Robbers featuring Timothy Ware-Hill is streaming with subscription on Netflix. It's an animation and drama movie with a better than average IMDb audience rating of 6.7 (694 votes).,Arnon Manor,"['Timothy Ware-Hill', 'Timothy Ware-Hill', 'Arnon Manor', 'Lawrence Bender', 'Timothy Ware-Hill', 'Jada Pinkett Smith', 'Janet Jeffries', 'Neishaw Ali', 'Timothy Ware-Hill', 'Jerry Compere']"
Kenny Sebastian: The Most Interesting Person in the Room,6.1,,"['Stand-up & Talk', 'Comedy']",2020,[],India,Netflix,18+ (R),PT1H7M,Stand-up comedy specialKenny Sebastian: The Most Interesting Person in the Room featuring Kenny Sebastian is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with an average IMDb audience rating of 6.1 (990 votes).,Angshuman Ghosh,"['Neville Shah', 'Kenny Sebastian']"
Bhangra Paa Le,6.2,,"['Musical', 'Drama']",2020,['Dance'],India,Netflix,,PT2H11M,"Jaggi comes from a Punjabi background and he aspires to take the popular Punjabi dance form of 'Bhangra' to an international platform and passionately works towards his dream. He meets his college rival in Simi and they both compete with each other to win the international dance competition.Bhangra Paa Le featuring Sunny Kaushal and Rukshar Dhillon is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on Google Play. It's a drama and musical movie with an average IMDb audience rating of 6.2 (356 votes).",Sneha Taurani,"['Sunny Kaushal', 'Rukshar Dhillon', 'Shriya Pilgaonkar', 'Parmeet Sethi', 'Jayati Bhatia', 'Samir Soni', 'Sheeba Chaddha', 'Mahavir Bhullar', 'Seema Kaushal', 'Kamlesh Gill', 'Ronnie Screwvala', 'Yogendra Mogre', 'Dheeraj Rattan', 'Rishi Rich', 'Yash Narvekar']"
Cam,5.9,,"['Thriller', 'Drama']",2018,"['Mature', 'Supernatural']",America,Netflix,18+ (R),PT1H35M,"A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.Cam featuring Madeline Brewer and Patch Darragh is streaming with subscription on Netflix. It's a drama and thriller movie with an average IMDb audience rating of 5.9 (31,184 votes).",Daniel Goldhaber,"['Madeline Brewer', 'Patch Darragh', 'Melora Walters', 'Devin Druid', 'Imani Hakim', 'Michael Dempsey', 'Flora Diaz', 'Samantha Robinson', 'Jessica Parker Kennedy', 'Quei Tann', 'Linda Griffin', 'Clint Jung', 'Carl Donelson', 'Brayden Skoglund', 'Elijah Stevenson', 'Paris Peterson', 'Emily Berry', 'Isa Mazzei', 'Longmont Potion Castle', 'Lina Carter', 'Zainne Saleh', 'Adam Hendricks', 'Greg Gilreath', 'Isabelle Link-Levy', 'John H. Lang', 'Beatriz Sequeira', 'Couper Samuelson', 'Floris Bauer', 'Isa Mazzei', 'Michael Joe', 'Isa Mazzei']"
